Rank,Economy (GDP per Capita),Health (Life Expectancy),Trust (Government Corruption),Happiness Score,Country,Happiness Rank,Freedom,Generosity,Family (Social Support),Year,Region
1099,1982,"0,628","0,177","6,977",United States,16,"0,574","0,220",1182,2022,North America
1100,1867,"0,750","0,329","6,943",United Kingdom,17,"0,597","0,289",1143,2022,Western Europe
1101,1815,"0,715","0,048","6,920",Czechia,18,"0,660","0,158",1260,2022,-
1102,1907,"0,764","0,204","6,805",Belgium,19,"0,492","0,049",1106,2022,Western Europe
1103,1863,"0,808","0,266","6,687",France,20,"0,567","0,070",1219,2022,Western Europe
1104,1854,"0,625","0,155","6,647",Bahrain,21,"0,693","0,199",1029,2022,Middle East and Northern Africa
1105,1810,"0,769","0,115","6,630",Slovenia,22,"0,685","0,118",1249,2022,Central and Eastern Europe
1106,1584,"0,744","0,102","6,582",Costa Rica,23,"0,661","0,089",1054,2022,Latin America and Caribbean
1107,1998,"0,633","0,250","6,576",United Arab Emirates,24,"0,702","0,204","0,980",2022,Middle East and Northern Africa
1108,1870,"0,577","0,180","6,523",Saudi Arabia,25,"0,651","0,078",1092,2022,Middle East and Northern Africa
1109,1897,"0,733","0,168","6,512",Taiwan Province of China,26,"0,542","0,075",1095,2022,-
1110,2149,"0,851","0,587","6,480",Singapore,27,"0,672","0,163",1127,2022,Southeastern Asia
1111,1719,"0,655","0,006","6,477",Romania,28,"0,605","0,039",1006,2022,Central and Eastern Europe
1112,1808,"0,808","0,149","6,476",Spain,29,"0,505","0,101",1211,2022,Western Europe
1113,1615,"0,672","0,265","6,474",Uruguay,30,"0,665","0,103",1180,2022,Latin America and Caribbean
1114,1834,"0,801","0,059","6,467",Italy,31,"0,412","0,085",1052,2022,Western Europe
1115,1362,"0,569","0,035","6,455",Kosovo,32,"0,599","0,309","0,949",2022,Central and Eastern Europe
1116,1838,"0,789","0,166","6,447",Malta,33,"0,679","0,174",1169,2022,Western Europe
1117,1804,"0,659","0,077","6,446",Lithuania,34,"0,496","0,053",1204,2022,Central and Eastern Europe
1118,1736,"0,707","0,025","6,391",Slovakia,35,"0,479","0,118",1232,2022,Central and Eastern Europe
1119,1793,"0,728","0,333","6,341",Estonia,36,"0,689","0,123",1232,2022,Central and Eastern Europe
1120,1715,"0,709","0,051","6,309",Panama,37,"0,592","0,049",1107,2022,Latin America and Caribbean
1121,1462,"0,615","0,134","6,293",Brazil,38,"0,546","0,131",1044,2022,Latin America and Caribbean
1122,1274,"0,522","0,115","6,262",Guatemala*,39,"0,662","0,112","0,831",2022,-
1123,1668,"0,611","0,157","6,234",Kazakhstan,40,"0,584","0,134",1220,2022,Central and Eastern Europe
1124,1815,"0,819","0,062","6,221",Cyprus,41,"0,448","0,123","0,909",2022,Western Europe
1125,1732,"0,637","0,090","6,180",Latvia,42,"0,502","0,075",1221,2022,Central and Eastern Europe
1126,1550,"0,658","0,088","6,178",Serbia,43,"0,546","0,219",1086,2022,Central and Eastern Europe
1127,1651,"0,748","0,069","6,172",Chile,44,"0,460","0,124",1080,2022,Latin America and Caribbean
1128,1105,"0,617","0,212","6,165",Nicaragua,45,"0,617","0,168",1029,2022,Latin America and Caribbean
1129,1552,"0,623","0,115","6,128",Mexico,46,"0,621","0,092","0,886",2022,Latin America and Caribbean
1130,1705,"0,709","0,000","6,125",Croatia,47,"0,535","0,109",1183,2022,Central and Eastern Europe
1131,1758,"0,712","0,140","6,123",Poland,48,"0,523","0,124",1174,2022,Central and Eastern Europe
1132,1265,"0,607","0,212","6,120",El Salvador,49,"0,666","0,089","0,768",2022,Latin America and Caribbean
1133,1904,"0,747","0,147","6,106",Kuwait*,50,"0,617","0,087","0,983",2022,-
1134,1748,"0,668","0,064","6,086",Hungary,51,"0,485","0,078",1233,2022,Central and Eastern Europe
1135,1591,"0,568","0,107","6,071",Mauritius,52,"0,589","0,131",1116,2022,Sub-Saharan Africa
1136,1219,"0,600","0,240","6,063",Uzbekistan,53,"0,716","0,283",1092,2022,Central and Eastern Europe
1137,1835,"0,866","0,218","6,039",Japan,54,"0,537","0,007",1089,2022,Eastern Asia
1138,1111,"0,555","0,076","6,022",Honduras,55,"0,582","0,202","0,885",2022,Latin America and Caribbean
1139,1760,"0,777","0,039","6,016",Portugal,56,"0,655","0,016",1078,2022,Western Europe
1140,1592,"0,662","0,085","5,967",Argentina,57,"0,555","0,081",1102,2022,Latin America and Caribbean
1141,1703,"0,774","0,108","5,948",Greece,58,"0,249","0,015","0,980",2022,Western Europe
1142,1851,"0,841","0,176","5,935",South Korea,59,"0,414","0,111","0,886",2022,Eastern Asia
1143,1268,"0,514","0,142","5,904",Philippines,60,"0,678","0,107","0,912",2022,Southeastern Asia
1144,1535,"0,697","0,026","5,891",Thailand,61,"0,617","0,321",1096,2022,Southeastern Asia
1145,1417,"0,597","0,028","5,857",Moldova,62,"0,561","0,102",1008,2022,Central and Eastern Europe
1146,1296,"0,646","0,053","5,850",Jamaica,63,"0,567","0,080",1045,2022,Latin America and Caribbean
1147,1069,"0,638","0,025","5,828",Kyrgyzstan,64,"0,693","0,208",1109,2022,Central and Eastern Europe
1148,1562,"0,629","0,282","5,821",Belarus*,65,"0,342","0,040",1157,2022,-
1149,1452,"0,720","0,077","5,781",Colombia,66,"0,545","0,087","0,929",2022,Latin America and Caribbean
1150,1468,"0,665","0,006","5,768",Bosnia and Herzegovina,67,"0,448","0,244",1068,2022,Central and Eastern Europe
1151,1393,"0,467","0,059","5,761",Mongolia,68,"0,398","0,247",1197,2022,Eastern Asia
1152,1538,"0,577","0,179","5,737",Dominican Republic,69,"0,606","0,084",1003,2022,Latin America and Caribbean
1153,1689,"0,620","0,126","5,711",Malaysia,70,"0,654","0,213","0,938",2022,Southeastern Asia
1154,1256,"0,555","0,064","5,600",Bolivia,71,"0,627","0,112","0,880",2022,Latin America and Caribbean
1155,1508,"0,705","0,142","5,585",China,72,"0,656","0,099","0,958",2022,Eastern Asia
1156,1409,"0,624","0,059","5,578",Paraguay,73,"0,629","0,171",1130,2022,Latin America and Caribbean
1157,1397,"0,735","0,037","5,559",Peru,74,"0,545","0,090","0,865",2022,Latin America and Caribbean
1158,1573,"0,659","0,077","5,547",Montenegro,75,"0,460","0,135",1023,2022,Central and Eastern Europe
1159,1352,"0,708","0,083","5,533",Ecuador,76,"0,565","0,080","0,879",2022,Latin America and Caribbean
1160,1252,"0,611","0,105","5,485",Vietnam,77,"0,707","0,143","0,932",2022,Southeastern Asia
1161,1484,"0,516","0,032","5,474",Turkmenistan*,78,"0,649","0,314",1319,2022,-
1162,1815,"0,819","0,213","5,467",North Cyprus*,79,"0,523","0,130","0,888",2022,-
1163,1685,"0,586","0,080","5,459",Russia,80,"0,401","0,117",1095,2022,Central and Eastern Europe
1164,1957,"0,942","0,383","5,425",Hong Kong S.A.R. of China,81,"0,400","0,147","0,954",2022,-
1165,1434,"0,668","0,210","5,399",Armenia,82,"0,558","0,054","0,820",2022,Central and Eastern Europe
1166,"0,966","0,518","0,304","5,377",Tajikistan,83,"0,572","0,118",1005,2022,Central and Eastern Europe
1167,"0,984","0,499","0,130","5,377",Nepal,84,"0,519","0,237","0,784",2022,Southern Asia
1168,1625,"0,640","0,021","5,371",Bulgaria,85,"0,563","0,123",1163,2022,Central and Eastern Europe
1169,1476,"0,606","0,179","5,330",Libya*,86,"0,477","0,106","0,943",2022,-
1170,1382,"0,539","0,047","5,240",Indonesia,87,"0,620","0,468","0,883",2022,Southeastern Asia
1171,1094,"0,322","0,124","5,235",Ivory Coast,88,"0,451","0,149","0,442",2022,Sub-Saharan Africa
1172,1505,"0,637","0,031","5,199",North Macedonia,89,"0,488","0,215","0,863",2022,-
1173,1439,"0,719","0,028","5,199",Albania,90,"0,511","0,138","0,646",2022,Central and Eastern Europe
1174,1425,"0,361","0,046","5,194",South Africa,91,"0,442","0,089",1088,2022,Sub-Saharan Africa
1175,1458,"0,560","0,341","5,173",Azerbaijan*,92,"0,601","0,023",1093,2022,-
1176,"0,785","0,369","0,103","5,164",Gambia*,93,"0,367","0,388","0,621",2022,-
1177,1060,"0,581","0,187","5,155",Bangladesh,94,"0,622","0,125","0,614",2022,Southern Asia
1178,1239,"0,479","0,184","5,140",Laos,95,"0,679","0,197","0,654",2022,Southeastern Asia
1179,1363,"0,643","0,150","5,122",Algeria,96,"0,146","0,106","0,970",2022,Middle East and Northern Africa
1180,"0,636","0,309","0,080","5,122",Liberia*,97,"0,405","0,178","0,670",2022,-
1181,1411,"0,583","0,017","5,084",Ukraine,98,"0,473","0,188",1081,2022,Central and Eastern Europe
1182,"0,950","0,355","0,146","5,075",Congo,99,"0,431","0,130","0,405",2022,-
1183,1208,"0,565","0,102","5,060",Morocco,100,"0,492","0,020","0,268",2022,Middle East and Northern Africa
1184,"0,578","0,191","0,200","5,048",Mozambique,101,"0,593","0,185","0,660",2022,Sub-Saharan Africa
1185,"0,968","0,317","0,074","5,048",Cameroon,102,"0,397","0,152","0,672",2022,Sub-Saharan Africa
1186,"0,933","0,447","0,081","5,046",Senegal,103,"0,494","0,143","0,530",2022,Sub-Saharan Africa
1187,"0,570","0,326","0,145","5,003",Niger*,104,"0,571","0,165","0,560",2022,-
1188,1467,"0,595","0,208","4,973",Georgia,105,"0,508","0,000","0,612",2022,Central and Eastern Europe
1189,1459,"0,396","0,099","4,958",Gabon,106,"0,343","0,032","0,738",2022,Sub-Saharan Africa
1190,1289,"0,554","0,046","4,941",Iraq,107,"0,328","0,147","0,682",2022,Middle East and Northern Africa
1191,"0,000","0,578","0,082","4,925",Venezuela,108,"0,283","0,225","0,968",2022,Latin America and Caribbean
1192,"0,848","0,275","0,116","4,891",Guinea,109,"0,334","0,214","0,566",2022,Sub-Saharan Africa
1193,1410,"0,642","0,146","4,888",Iran,110,"0,281","0,241","0,741",2022,Middle East and Northern Africa
1194,1112,"0,409","0,056","4,872",Ghana,111,"0,500","0,230","0,595",2022,Sub-Saharan Africa
1195,1707,"0,702","0,115","4,744",Turkey,112,"0,209","0,087","0,865",2022,Middle East and Northern Africa
1196,"0,779","0,320","0,126","4,670",Burkina Faso,113,"0,382","0,186","0,565",2022,Sub-Saharan Africa
1197,1019,"0,505","0,068","4,640",Cambodia,114,"0,740","0,166","0,732",2022,Southeastern Asia
1198,"0,932","0,335","0,230","4,623",Benin,115,"0,479","0,127","0,064",2022,Sub-Saharan Africa
1199,"0,899","0,424","0,125","4,609",Comoros*,116,"0,185","0,195","0,476",2022,-
1200,"0,777","0,418","0,066","4,603",Uganda,117,"0,402","0,222","0,875",2022,Sub-Saharan Africa
1201,1079,"0,300","0,038","4,552",Nigeria,118,"0,444","0,175","0,732",2022,Sub-Saharan Africa
1202,1032,"0,401","0,082","4,543",Kenya,119,"0,440","0,322","0,605",2022,Sub-Saharan Africa
1203,1350,"0,656","0,029","4,516",Tunisia,120,"0,316","0,029","0,596",2022,Middle East and Northern Africa
1204,1049,"0,374","0,112","4,516",Pakistan,121,"0,448","0,181","0,413",2022,Southern Asia
1205,1148,"0,521","0,079","4,483",Palestinian Territories*,122,"0,336","0,073","0,957",2022,-
1206,"0,792","0,311","0,042","4,479",Mali,123,"0,350","0,128","0,483",2022,Sub-Saharan Africa
1207,1292,"0,354","0,071","4,459",Namibia,124,"0,384","0,067","0,877",2022,-
1208,1274,"0,197","0,154","4,396","Eswatini, Kingdom of*",125,"0,259","0,038","0,786",2022,-
1209,1038,"0,491","0,194","4,394",Myanmar,126,"0,513","0,452","0,829",2022,Southeastern Asia
1210,1415,"0,660","0,079","4,362",Sri Lanka,127,"0,529","0,150","0,934",2022,Southern Asia
1211,"0,670","0,378","0,154","4,339",Madagascar*,128,"0,202","0,143","0,645",2022,-
1212,1388,"0,548","0,254","4,288",Egypt,129,"0,469","0,041","0,732",2022,Middle East and Northern Africa
1213,"0,662","0,225","0,077","4,251",Chad*,130,"0,180","0,182","0,506",2022,-
1214,"0,788","0,457","0,136","4,241",Ethiopia,131,"0,472","0,205","0,809",2022,Sub-Saharan Africa
1215,"0,691","0,384","0,098","4,197",Yemen*,132,"0,330","0,090",1043,2022,-
1216,1100,"0,450","0,138","4,153",Mauritania*,133,"0,304","0,088","0,865",2022,-
1217,1324,"0,675","0,200","4,152",Jordan,134,"0,476","0,058","0,724",2022,Middle East and Northern Africa
1218,"0,771","0,360","0,132","4,112",Togo,135,"0,292","0,174","0,322",2022,Sub-Saharan Africa
1219,1167,"0,471","0,123","3,777",India,136,"0,647","0,198","0,376",2022,Southern Asia
1220,"0,930","0,306","0,083","3,760",Zambia,137,"0,525","0,203","0,577",2022,Sub-Saharan Africa
1221,"0,648","0,388","0,157","3,750",Malawi,138,"0,477","0,140","0,279",2022,Sub-Saharan Africa
1222,"0,848","0,425","0,270","3,702",Tanzania,139,"0,578","0,248","0,597",2022,Sub-Saharan Africa
1223,"0,686","0,273","0,055","3,574",Sierra Leone,140,"0,387","0,202","0,416",2022,Sub-Saharan Africa
1224,"0,839","0,000","0,018","3,512",Lesotho*,141,"0,419","0,076","0,848",2022,-
1225,1503,"0,280","0,102","3,471",Botswana*,142,"0,571","0,012","0,815",2022,-
1226,"0,785","0,462","0,544","3,268",Rwanda*,143,"0,621","0,187","0,133",2022,-
1227,"0,947","0,270","0,105","2,995",Zimbabwe,144,"0,329","0,106","0,690",2022,Sub-Saharan Africa
1228,1392,"0,631","0,034","2,955",Lebanon,145,"0,103","0,082","0,498",2022,Middle East and Northern Africa
1229,"0,758","0,289","0,005","2,404",Afghanistan,146,"0,000","0,089","0,000",2022,Southern Asia
